$insert_id,distinct_id,time,event,colorTheme,luckyNumber
77f5ff26ba2d19534949cccdbf2a306bea773b4e,7e1dd089-8773-5fc9-a3bc-37ba5f186ffe,2024-05-24 07:53:32,button_click,blue,61
b9435dbcf1168f20c09f6cf04ef9cf168a190fc7,274fb591-d53e-59cc-8cf0-5ad05197d384,2024-05-25 08:27:09,page_view,blue,5
01ba809cbd818a92a29c3a6e2f271dc4694057fb,274fb591-d53e-59cc-8cf0-5ad05197d384,2024-05-30 10:02:12,watch_video,violet,13
591943b6fb1e6924c097e644403046bfeca2dee4,274fb591-d53e-59cc-8cf0-5ad05197d384,2024-06-06 05:59:23,log_in,blue,29
cc59c98ff5987d513cab7d8b562b87774f5c6d4f,274fb591-d53e-59cc-8cf0-5ad05197d384,2024-05-24 05:01:20,link_click,green,47
f437dc293a1cda7aba7f2001b5c6e6211ca234a8,274fb591-d53e-59cc-8cf0-5ad05197d384,2024-05-17 02:30:38,watch_video,violet,42
da9b5045f9be3b10e5cdcf9635e5b12677bb55af,f4141b18-5516-5e36-bfec-75b27a6c9a55,2024-05-21 09:43:17,watch_video,blue,83
d0381262e88186906b6f5cf09e9fad8b14c52351,e6030963-d08b-5ee3-ba22-92fb186adadd,2024-05-26 11:13:32,watch_video,orange,83
2ce5ee447578b40fac16eedf506d7155e1f24c5a,5d816dc1-1d4a-50fd-853f-362a31bda9ef,2024-05-07 09:09:05,button_click,yellow,3
ed3b7594c0042c351a143a53565767c169100e45,5d816dc1-1d4a-50fd-853f-362a31bda9ef,2024-05-27 05:26:43,page_view,blue,31
9c087b36ee35a062fcf4603a617b057a8a3509ee,5d816dc1-1d4a-50fd-853f-362a31bda9ef,2024-06-10 09:33:30,page_view,orange,3
bcd655adabf14fefbab26e7e9b401acf90549d2e,2cf23817-dfa9-506d-892b-0a771147b5b9,2024-06-09 12:22:22,page_view,violet,83
ccfe750bf48eac9feff48220a227dc8278fc0cf5,709a878f-1a5a-55d4-902a-93700a9af939,2024-05-28 10:31:27,button_click,red,61
999fdfed3d7f18a5dfaddfe78def1a04e392c815,709a878f-1a5a-55d4-902a-93700a9af939,2024-06-07 10:24:18,link_click,yellow,61
e7578fc2fd96bcea3a5f5400c49a92e70c351215,709a878f-1a5a-55d4-902a-93700a9af939,2024-06-08 03:06:16,page_view,orange,23
2d05bc449fc064d32b5b861f754ca68aa4f58a8f,709a878f-1a5a-55d4-902a-93700a9af939,2024-05-04 08:27:34,watch_video,violet,73
2f1b670aa891b332c02bebd3c37b4ba37815ad7d,709a878f-1a5a-55d4-902a-93700a9af939,2024-05-26 09:17:50,link_click,yellow,42
6d4fd3646118a672e4d4d6ffe6dfa126a17437d2,a1e02d3d-778b-5816-a08b-1bc7a044c5fe,2024-06-11 01:38:31,log_in,green,31
1f3aa041d9f3fe7c711a621d20371b1dc72291aa,a1e02d3d-778b-5816-a08b-1bc7a044c5fe,2024-06-08 06:22:06,link_click,green,420
1364f0695fefcad151b89e008de045c1b1b9952d,a1e02d3d-778b-5816-a08b-1bc7a044c5fe,2024-05-24 07:56:06,page_view,green,43
60384e82408eb4e75c599a19648ca265819b1c44,16750888-1f45-55d1-9faa-62609cf53d93,2024-06-08 09:05:22,link_click,red,83
aaf92ec7b19b2d3b858f3013ae49b549d3d67262,16750888-1f45-55d1-9faa-62609cf53d93,2024-06-07 01:36:20,watch_video,violet,13
a6ed98592358d8e82748e61e0e8d5d65edebd2c7,ecc31131-c9ac-5efa-9270-d9bf878b66d1,2024-06-03 12:16:19,log_in,red,11
99b386ecd0596eab46c3310da1a0e7d6c775b393,ecc31131-c9ac-5efa-9270-d9bf878b66d1,2024-05-07 10:07:30,watch_video,red,83
607dbef4c37514b98a70afe82cce1e84c4c71c69,ecc31131-c9ac-5efa-9270-d9bf878b66d1,2024-06-10 05:10:20,watch_video,yellow,37
359e34fc8326daa0d4d8b8b0e5609cd271ebb9a3,ecc31131-c9ac-5efa-9270-d9bf878b66d1,2024-06-02 10:38:00,button_click,orange,42
5f90c87829cb77c0dfc2c596856f81ec8cbd96a4,ecc31131-c9ac-5efa-9270-d9bf878b66d1,2024-06-07 05:23:18,button_click,yellow,73
c3069dd58b06ff06ec5d2d6bd28a80613ccd76ca,7f3d997a-8c37-56e0-8058-55f89de44ab8,2024-06-04 06:57:41,page_view,indigo,79
d687009ba38168809b5cfd53215c8af597357649,7f3d997a-8c37-56e0-8058-55f89de44ab8,2024-05-22 02:05:25,page_view,indigo,42
5332118afe87e4cc8c7a1313b375b80c701f009d,7f3d997a-8c37-56e0-8058-55f89de44ab8,2024-05-31 09:19:05,page_view,orange,97
d6f199f82fc9f0f2d4135ca3328fea911b451c7a,4d47fab8-2037-5ec1-8eae-66019b9686b6,2024-06-01 04:23:35,page_view,blue,83
60fb5716ebd0b90931053ba2eff2893ac60ac2ff,4d47fab8-2037-5ec1-8eae-66019b9686b6,2024-05-19 04:39:28,watch_video,orange,23
f238d0a977c223666235a7a13ba7a62fcb35cc5d,4d47fab8-2037-5ec1-8eae-66019b9686b6,2024-05-04 12:16:11,watch_video,indigo,67
8bfe2ca248484dd35f3cfc6dc0cd92171439f027,dcd18860-618c-5673-bce3-f673dfcfeb33,2024-05-09 02:02:26,watch_video,violet,37
cf684a7260859f01592bcdff19bb87bb1e265a8a,195f743a-4a13-591a-a854-984a17841fff,2024-06-02 02:25:41,watch_video,indigo,83
a4f20d99808cce05f22378ca319cba0d2b71cda9,195f743a-4a13-591a-a854-984a17841fff,2024-05-28 07:17:02,page_view,orange,89
d9f757cffc8e4b0a11159fc6717a0d54e0fa9f46,996890c2-2108-5009-8d21-79e98db5ca53,2024-06-10 12:40:03,link_click,violet,42
3edd0e055a08514d1837979abfecac75b6063fef,996890c2-2108-5009-8d21-79e98db5ca53,2024-06-02 09:32:08,log_in,violet,3
10eaa180ab6e5bf6dcb992b6993f9030ca6e61d3,996890c2-2108-5009-8d21-79e98db5ca53,2024-05-26 10:00:59,watch_video,yellow,19
eb5893ae330d967d2fd8110baabc0a5c6c6594cc,996890c2-2108-5009-8d21-79e98db5ca53,2024-05-31 11:44:15,log_in,red,83
e182907e00acc19949c464a1e3dc8aef10ccb482,996890c2-2108-5009-8d21-79e98db5ca53,2024-05-25 05:55:01,page_view,blue,83
9dd13a8aa1bc9c3ed4fb48a0cf3058483c558e50,3b03ccbe-7cb4-5d82-ac54-f97633e0ffd1,2024-06-04 07:12:54,page_view,yellow,17
006e4e5946e933a6bede1931fa0031d6d9409973,3b03ccbe-7cb4-5d82-ac54-f97633e0ffd1,2024-05-08 06:59:07,button_click,orange,42
