$insert_id,distinct_id,time,event,colorTheme,luckyNumber
bd83aaa61d629c54124e1d65a76b213edd9ce73d,7e1dd089-8773-5fc9-a3bc-37ba5f186ffe,2024-05-06 09:42:24,link_click,orange,79
81ab187232e0446ef83660d3171e8f343de66af5,7e1dd089-8773-5fc9-a3bc-37ba5f186ffe,2024-04-25 05:02:35,page_view,violet,2
a2e35d3914a53de838121228268850fa6065d532,7e1dd089-8773-5fc9-a3bc-37ba5f186ffe,2024-05-17 11:01:16,page_view,indigo,29
dcd627cb975bd9a0488f4eaa284253288e7bb6c9,7e1dd089-8773-5fc9-a3bc-37ba5f186ffe,2024-03-28 02:39:02,watch_video,orange,89
e97ef2c582cb22551f27f17428cb2eb5e8528254,274fb591-d53e-59cc-8cf0-5ad05197d384,2024-06-11 01:08:40,page_view,indigo,89
cc50c325eaf4291e2000775a9d8f3c50cb59be7e,274fb591-d53e-59cc-8cf0-5ad05197d384,2024-04-28 07:29:08,watch_video,indigo,89
c02b340bfef9e467e1a1b8d69dc3b0b5be72b7d3,274fb591-d53e-59cc-8cf0-5ad05197d384,2024-04-11 06:47:34,page_view,orange,42
ff42ad0016c41e37a2808123aded1ce026319cbc,f4141b18-5516-5e36-bfec-75b27a6c9a55,2024-05-20 01:55:39,watch_video,red,47
3347bc68a3361ef38196582afff16c734b33fe64,f4141b18-5516-5e36-bfec-75b27a6c9a55,2024-04-15 10:22:54,button_click,blue,13
e621ee503532a7ab6187daecfa1c3b768c45fbc3,e6030963-d08b-5ee3-ba22-92fb186adadd,2024-06-11 01:56:36,watch_video,blue,43
d0ec9add806d65bf65ae4082396f4f599c3fa0c2,e6030963-d08b-5ee3-ba22-92fb186adadd,2024-03-25 12:47:57,page_view,orange,53
946eae3d82e34a11e0acf69055fe4fd2f0fa9160,5d816dc1-1d4a-50fd-853f-362a31bda9ef,2024-06-11 08:09:49,page_view,indigo,17
643946da21c238e5f9a750e921a2f8fe3ff59034,2cf23817-dfa9-506d-892b-0a771147b5b9,2024-03-26 07:50:25,watch_video,orange,3
d1db2b92307440c2f0b52009d898290ac055dba9,709a878f-1a5a-55d4-902a-93700a9af939,2024-06-10 02:56:41,button_click,yellow,61
584280eeb229b0348e4b733a8ef190ced1aa96ec,a1e02d3d-778b-5816-a08b-1bc7a044c5fe,2024-03-14 02:42:34,link_click,green,23
00e63265b6d21a23add44db9864b51762c7b510f,a1e02d3d-778b-5816-a08b-1bc7a044c5fe,2024-03-24 01:21:41,link_click,orange,11
981c6ef3a68c9c2426bb60918a77f624cd84480b,a1e02d3d-778b-5816-a08b-1bc7a044c5fe,2024-06-01 04:12:48,page_view,orange,47
76d5dd745d7546a3950a48ae3e74ca6277a1135a,16750888-1f45-55d1-9faa-62609cf53d93,2024-06-09 04:47:38,page_view,green,42
0a52085481303e5b6c6b58fdfa6c091ea6954dac,16750888-1f45-55d1-9faa-62609cf53d93,2024-04-30 02:29:31,page_view,green,42
27b592c3fb9a1fb15debea5735267bf7073a3d17,ecc31131-c9ac-5efa-9270-d9bf878b66d1,2024-04-29 03:21:08,watch_video,yellow,42
20f3fd1d5fa00be0ae602a037bc57cb00227e77e,ecc31131-c9ac-5efa-9270-d9bf878b66d1,2024-03-14 04:01:21,button_click,blue,42
3a3f947b710c2cebfe944223b932fdcad8424463,7f3d997a-8c37-56e0-8058-55f89de44ab8,2024-06-02 12:32:04,watch_video,blue,97
70c39e37249cede6fb7a282c6bb6515f6570c8ae,4d47fab8-2037-5ec1-8eae-66019b9686b6,2024-05-16 10:34:51,page_view,blue,3
bfa22d148571c9c61631fd13936cdae62fe4256b,dcd18860-618c-5673-bce3-f673dfcfeb33,2024-04-20 11:06:17,page_view,green,29
0507692a978231666b387be539295f3f2f6d5a16,dcd18860-618c-5673-bce3-f673dfcfeb33,2024-05-20 08:27:54,link_click,red,420
e149f453ad5a3cfa9a3c5f89b3cbae122cdc80f6,dcd18860-618c-5673-bce3-f673dfcfeb33,2024-05-11 07:01:04,link_click,violet,97
1a8412be24f2a591b8bb256701f4371ad137a192,195f743a-4a13-591a-a854-984a17841fff,2024-06-03 01:04:47,page_view,yellow,420
54d0d7496870ee3aa2b7dae977e555b92799dedf,195f743a-4a13-591a-a854-984a17841fff,2024-04-29 03:11:01,page_view,blue,89
cbc0259fa6570fc0f12b76ab01af91555eaa35af,996890c2-2108-5009-8d21-79e98db5ca53,2024-04-18 05:13:53,link_click,blue,42
4aa3023fd0c7e131232f31e35e9510dbdbb4b0a1,996890c2-2108-5009-8d21-79e98db5ca53,2024-05-13 09:56:36,watch_video,yellow,7
2bc3b08e6710a7a6f1e1d50173e77384940ffeea,996890c2-2108-5009-8d21-79e98db5ca53,2024-05-08 09:43:31,button_click,violet,42
97c3d80748d41a7db45e0d17fef9343792c93d4a,996890c2-2108-5009-8d21-79e98db5ca53,2024-05-03 03:44:47,page_view,indigo,73
32509cd0faea30e64954ac4d1f1aa93726fb434f,996890c2-2108-5009-8d21-79e98db5ca53,2024-04-21 07:20:39,link_click,red,17
cc501d7c0d65afdc767cc3e28690c23ed1fc2813,996890c2-2108-5009-8d21-79e98db5ca53,2024-05-11 03:12:30,link_click,blue,42
3a973304c592e92eaddfeab817324b300ccadbe0,3b03ccbe-7cb4-5d82-ac54-f97633e0ffd1,2024-04-23 12:03:02,page_view,violet,13
373e0e875f524bcbcb58829d3d73cd67d8121d1d,f805ff33-1ff7-54d3-8eab-96064cba0ae6,2024-05-21 07:41:48,log_in,orange,67
8e2d4e56dc2003217544714dc275aea82e86b8c3,f805ff33-1ff7-54d3-8eab-96064cba0ae6,2024-05-15 02:31:27,page_view,green,83
7d45b780d0969111654dbe8fa26208f8891fed8d,f805ff33-1ff7-54d3-8eab-96064cba0ae6,2024-05-29 01:15:29,watch_video,indigo,2
c026fb782dc0f0f3ed25a154d9238944122a247d,b1391394-cb4d-5f7e-a99e-03a1d2ecb208,2024-05-08 03:31:25,log_in,violet,13
0bfa7ddef947c4f8262b3a2124ed67a2e9886fd0,b1391394-cb4d-5f7e-a99e-03a1d2ecb208,2024-05-11 03:30:00,link_click,indigo,42
1cf36270e37af4476fcf47598801fb1d5430fe75,b1391394-cb4d-5f7e-a99e-03a1d2ecb208,2024-05-21 07:05:26,watch_video,yellow,5
72a7f607e31d1233a9f2a047aceea76a4d39c6b9,b1391394-cb4d-5f7e-a99e-03a1d2ecb208,2024-06-05 07:30:35,page_view,yellow,17
ae547fa4a0f1e36e3c6863fdf433dd9b818ec0f5,b1391394-cb4d-5f7e-a99e-03a1d2ecb208,2024-06-06 04:15:45,watch_video,yellow,71
998ebce7b266935d1c6e219d00db5320388682c2,b1391394-cb4d-5f7e-a99e-03a1d2ecb208,2024-05-04 01:50:35,page_view,violet,97
7e608dbb144b343e3a5f748a2a2f3e5a6cb1a068,b1391394-cb4d-5f7e-a99e-03a1d2ecb208,2024-05-11 09:32:53,page_view,violet,53
2e1bd06ba64a72ba5ed2117b118d912a1bc858cf,6e401518-4509-5c71-900a-0bec7e8c933e,2024-06-11 11:40:30,page_view,red,7
23ee0c3ee2d64f2c827fa2c6d62e19523f24795e,73269584-a9a3-5c7c-962f-7730b1ed1e6a,2024-04-28 02:20:29,watch_video,yellow,61
8b19032bb0d0060a14798de75a0535f4d3b3d966,73269584-a9a3-5c7c-962f-7730b1ed1e6a,2024-03-16 03:27:27,button_click,yellow,89
d73dbb0ee5f05c8d9773608d96f21b37cd81c292,73269584-a9a3-5c7c-962f-7730b1ed1e6a,2024-05-26 07:07:31,watch_video,blue,42
